timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2024/01/17 22:31:20.353, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:20.455, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 39 %, 28723 MiB
2024/01/17 22:31:20.557, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 39 %, 28723 MiB
2024/01/17 22:31:20.658, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:20.760, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:20.862, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:20.963, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:21.065, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:21.167, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:21.269, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:21.371, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:21.473, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:21.575, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:21.677, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:21.779, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:21.881, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:21.983, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:22.085, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 60, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:22.187, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:22.288, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:22.390, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:22.492, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:22.594, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:22.695, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:22.797, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 42 %, 28723 MiB
2024/01/17 22:31:22.899, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:23.001, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:23.102, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:23.204, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:23.306, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:23.407, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:23.509, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 82 %, 31 %, 28723 MiB
2024/01/17 22:31:23.611, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 82 %, 31 %, 28723 MiB
2024/01/17 22:31:23.713, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:23.814, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:23.916, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:24.018, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:24.120, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.221, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.323, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.425, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.527, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:24.630, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:24.732, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.835, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:24.938, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.041, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.143, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.245, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.347, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.448, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.550, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.652, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.753, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.855, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:25.957, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.059, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.161, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:26.263, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 41 %, 28723 MiB
2024/01/17 22:31:26.364, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.466, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.568, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.670, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 40 %, 28723 MiB
2024/01/17 22:31:26.771, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 82 %, 27 %, 28723 MiB
2024/01/17 22:31:26.873, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 82 %, 27 %, 28723 MiB
2024/01/17 22:31:26.974, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.076, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.178, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:27.279, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:27.381, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.483, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.585, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.687, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.788, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.890, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:27.992, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.094, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.196, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.299, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.402, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.504, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.606, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.708, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.810, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:28.911, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.013, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.114, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.216, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.318, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 33 %, 28723 MiB
2024/01/17 22:31:29.419, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 33 %, 28723 MiB
2024/01/17 22:31:29.521, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.623, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.724, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.826, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 61, 100 %, 32 %, 28723 MiB
2024/01/17 22:31:29.928, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 70 %, 21 %, 28723 MiB
2024/01/17 22:31:30.029, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 70 %, 21 %, 28723 MiB
2024/01/17 22:31:30.131, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:30.233, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:30.335, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:30.436, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:30.538, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:30.639, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:30.741, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:30.843, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:30.944, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 30 %, 28723 MiB
2024/01/17 22:31:31.046, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 30 %, 28723 MiB
2024/01/17 22:31:31.148, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:31.250, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:31.353, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:31.455, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:31.558, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:31.659, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:31.761, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:31.863, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:31.964, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:32.066, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:32.168, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:32.269, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 28723 MiB
2024/01/17 22:31:32.371, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:32.472, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:32.574, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 30 %, 28723 MiB
2024/01/17 22:31:32.676, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 28723 MiB
2024/01/17 22:31:32.778, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:32.879, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 31 %, 28723 MiB
2024/01/17 22:31:32.981, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:33.082, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:33.184, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:33.286, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:33.387, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:33.489, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:33.590, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:33.692, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 34 %, 28723 MiB
2024/01/17 22:31:33.794, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:33.895, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:33.998, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 33 %, 28723 MiB
2024/01/17 22:31:34.099, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 33 %, 28723 MiB
2024/01/17 22:31:34.201, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:34.303, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:34.405, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:34.507, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 28723 MiB
2024/01/17 22:31:34.609, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:34.712, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 28723 MiB
2024/01/17 22:31:34.814, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:34.917, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:35.018, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 100 %, 27 %, 34435 MiB
2024/01/17 22:31:35.120, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 27 %, 34435 MiB
2024/01/17 22:31:35.222, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 34 %, 34435 MiB
2024/01/17 22:31:35.324, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 34 %, 34435 MiB
2024/01/17 22:31:35.426, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 34435 MiB
2024/01/17 22:31:35.527, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 29 %, 34435 MiB
2024/01/17 22:31:35.630, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:35.731, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:35.833, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:35.935, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:36.037, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 29 %, 34435 MiB
2024/01/17 22:31:36.139, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 29 %, 34435 MiB
2024/01/17 22:31:36.241, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:36.342, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:36.444, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 30 %, 34435 MiB
2024/01/17 22:31:36.545, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 34435 MiB
2024/01/17 22:31:36.647, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:36.748, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:36.850, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:36.952, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:37.054, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:37.156, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 28 %, 34435 MiB
2024/01/17 22:31:37.258, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 27 %, 34435 MiB
2024/01/17 22:31:37.361, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 27 %, 34435 MiB
2024/01/17 22:31:37.463, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 34 %, 34435 MiB
2024/01/17 22:31:37.565, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 34 %, 34435 MiB
2024/01/17 22:31:37.667, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 62, 98 %, 27 %, 34435 MiB
2024/01/17 22:31:37.769, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 98 %, 27 %, 34435 MiB
2024/01/17 22:31:37.870, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 76 %, 25 %, 34435 MiB
2024/01/17 22:31:37.972, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 76 %, 25 %, 34435 MiB
2024/01/17 22:31:38.074, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:38.175, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:38.277, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:38.378, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 65, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:38.480, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 33 %, 34435 MiB
2024/01/17 22:31:38.582, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 33 %, 34435 MiB
2024/01/17 22:31:38.684, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:38.785, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:38.887, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:38.988, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 65, 100 %, 31 %, 34435 MiB
2024/01/17 22:31:39.090, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 33 %, 34435 MiB
2024/01/17 22:31:39.192, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 33 %, 34435 MiB
2024/01/17 22:31:39.293, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:39.395, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:39.497, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 34435 MiB
2024/01/17 22:31:39.598, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 34435 MiB
2024/01/17 22:31:39.700, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 65, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:39.802, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:39.903, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:40.005, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 63, 100 %, 32 %, 34435 MiB
2024/01/17 22:31:40.107, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 34435 MiB
2024/01/17 22:31:40.208, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 64, 100 %, 30 %, 34435 MiB
